,id,screen_name,followers_count,friends_count,favourites_count
985,3003870533,A_Traczyk,8901,2068,28112
986,1214655670781464576,JacekLiput,159,801,354
987,958157672,WpBartek,14,402,810
988,2374038568,RobertRakieta,1378,1229,308544
989,1247257665912426498,LeonPinczak,39,592,780
990,627406563,KPrzykorski,70,234,6347
991,414040939,JacekSiminskiAV,1158,1347,10881
992,455658811,KlubJagiellonsk,18747,586,2912
993,26281257,McKamnez,1843,504,70068
994,2201252858,Amb_Niemiec,9666,286,2189
995,883604269328453632,RemigiuszBak,333,2132,4645
996,1568063389,Straz_Graniczna,65359,100,956
997,216697571,mswierczynski1,8924,639,30472
998,1226624031367073793,ASBMilitary,42899,72,7164
999,1459165197713747970,AlbertS85898090,0,29,0
1000,1162662878832484353,RafalGrzelewski,313,526,1799
1001,703533129252925441,Macierewicz_A,154028,93,3228
1002,78250421,janniedzialek,1708,618,7463
1003,1005676985501343744,YolandaEdyta,480,1684,54044
1004,976042457371725825,FundOcalenie,8545,423,322
1005,4470511463,grzes88,1,144,3535
1006,1014073880896593920,DrPMarkiewicz,653,1888,11000
1007,384565400,TomaszTarasiuk,457,2137,75193
1008,4764442702,ChwaZapomnia,193,456,1402
1009,1032221626857869312,USAmbPoland,50660,175,18
1010,1095292026218823682,PolskaFairPlay,2872,111,241
1011,57626153,PremierRP,625578,665,1345
1012,966632763163111424,Krzysiek_Kolica,38,423,14313
1013,1460639975347736587,untrvstmee,1,114,3
1014,714719481856139265,MartaLokje,4567,1054,269752
1015,1252132942987567105,LPanstwowe,13431,2088,4252
1016,807742842961592321,TomaszMarkiewka,13,222,85
1017,851086872621101057,Trending_Taiwan,4748,651,1961
1018,15510768,beverstine,3738,989,2145
1019,794879539734315009,CzerwonePotwork,11744,803,103635
1020,1460646558274396162,kingodle,0,3,0
1021,1427227297740886018,SwietyT,0,12,0
1022,2885913327,InesAgnieszka,1254,4905,93802
1023,1215889920,MaciasCzarnecki,3376,968,3229
1024,96859379,pawelkowalpl,81448,1016,3333
1025,2383788666,PolsatNewsPL,136395,907,277
1026,844136511079559168,IndoPac_Info,75580,740,71601
1027,810424023024828416,Daniel_Zet_I,1214,1472,166101
1028,347738037,mMakowska,951,1630,2987
1029,135529058,lkwarzecha,112548,743,563
1030,866094224961359874,roman_makowiak,93,1383,1216
1031,1113741655260192769,ZygmuntowskiJ,4241,648,23331
1032,1460664200653688842,Lidia64264214,0,8,0
1033,788017095112003584,pikus_pol,51122,7232,106530
1034,1074480192,SenTedCruz,2288331,5597,523
1035,2361312302,JoannaGrn,134,612,2179
1036,3981622527,maciejtruszczy2,37,328,1737
1037,1460647169279631361,DebowskiKazik,0,8,0
1038,303675091,Stradi_PL,308,1406,34814
1039,1938838470,GabaSieczkowska,658,2230,4208
1040,19179390,gazeta_wyborcza,810201,584,14703
1041,93022923,demontazystka,664,371,19606
1042,2233694392,rafal_wojda,19094,399,22007
1043,945748589044813830,MateuszGibala,28,33,1848
1044,389938730,Gosc_Niedzielny,34715,805,471
1045,1443962550555758595,OloBolo80608142,0,3,0
1046,80676829,krzysztofbosak,265243,3381,54757
1047,2613856284,PGENarodowy,4955,307,1024
1048,1460676503801413636,julka_jp,0,29,0
1049,1371568222953213955,robbynoriega,88,587,6322
1050,1295403644146331653,GarbinoMicha,50,632,10905
1051,1411555148749586434,stremidlowski,87,108,675
1052,1310540356161802240,Suren72941319,0,14,161
1053,1255070768670683137,niedzielawarsz1,224,227,422
1054,134398560,bweglarczyk,379126,3286,42213
1055,1345464772414894082,PovidokE,410,502,32369
1056,507578667,JanStrzelecki,697,1521,6602
1057,278393598,MLiskiewicz,1852,2239,43883
1058,1460666796969803779,ChameraJanusz,0,1,0
1059,775644881830178816,paparchfoto,13710,1,7
1060,1460682155311435781,gonzoszwagier,0,35,0
1061,902305376862920704,w_lonelysoul,606,1249,18672
1062,938325822989131776,InfoSecurity_24,5610,164,2067
1063,3424151655,chichenitza55,248,234,11856
1064,142582201,tomaszmarcinw,867,693,2243
1065,1056588026007220224,Massimi42630935,7,288,121
1066,713422988142645248,StZaryn,19808,544,5206
1067,1458705047492210688,KrzysztofRKOff,3,21,162
1068,512517751,M_Gniazdowski,3179,802,12471
1069,2207250108,WeberMaciej,195,4345,1860
1070,363587532,KuczynskiG,11979,2060,37443
1071,1388943902,R_A_Ziemkiewicz,229990,327,3913
1072,783609656048574464,Jerzy_Kicinski,44,246,28760
1073,723162921212088320,AusAmbPoland,2378,475,8962
1074,53054655,NewsweekPolska,914695,67,2443
1075,3317169783,Gosia_Kuc,505,811,915
1076,830825832276975617,KuligWyporska,14,95,92
1077,185983999,MaciejDan,698,574,497
1078,1460641396956745731,annakuj47314041,0,4,0
1079,4389490942,EdytaPrzybylko,167,959,45285
1080,2306452739,rutkowski1PiS,4553,2183,79597
1081,499645383,rlesiecki,569,195,471
1082,855510938987966465,TListkiewicz,1986,1065,7282
1083,2313865992,swentol,5846,6417,1491
1084,1905258720,AgnieszkaBryc,2103,1937,10023
1085,1049889215515906049,CapitalistaPl,349,455,77787
1086,96009219,fundacjawosp,70824,418,6917
1087,2857408031,PBaltycki,1248,247,305
1088,968784742480076800,a_bachulska,1515,1807,3506
1089,944485922,Olka_Rach,739,692,9876
1090,1075715549953441792,Pawel_podroznik,21,1020,5167
1091,111219262,rusemb_pl,7017,551,1354
1092,1460666152678563841,sandran70750202,0,3,0
1093,571621112,HDCarrioner,1294,0,149
1094,101697887,NIKgovPL,35081,187,0
1095,2315763638,Rz_mwj,5523,2255,104782
1096,4469546073,PiotrW1966,11334,2500,14022
1097,187851097,DanielBockowski,551,546,8611
1098,918748782,ExpoDubai,617,226,0
1099,1200421768269307906,Izba_ZP,556,175,350
1100,1260527723530903556,WyborczaEnglish,1847,244,688
1101,2741475960,AlePogoda,21288,93,7620
1102,1460683312515661836,MarioFunaLee,0,7,5
1103,263074291,addisstandard,300691,2666,10269
1104,5402612,BBCBreaking,48439509,3,0
1105,844512359431450624,Policja_KSP,25352,104,1085
1106,1433699511629664281,muzeumdp,559,1629,24
1107,849987791761092611,czeska_polityka,1661,989,4561
1108,2375993738,BartlomiejGajos,1000,801,5153
1109,843017439952670720,MBudzisz2,7492,396,305
1110,829642415719985152,GK_PGNiG,3682,183,1372
1111,1237730680630624256,marxweber_73,737,3715,33361
1112,823253571487539204,andrzej196670,10677,3412,53161
1113,186747210,abojke,9359,394,3505
1114,3437770312,GrzegorzJanko12,15306,496,17739
1115,1460666420845596676,KorusMaria,0,54,0
1116,519404791,KacperRekawek,2973,788,4874
1117,96225945,norges14,21972,6278,93789
1118,1432437122812755970,tytusneuatomek,152,404,4990
1119,201873934,mkomsomolets,128651,53,26
1120,740989553960452096,CovertShores,56457,426,92230
1121,1465742617,MarcinKacperek,222,781,351
1122,3234106095,PNisztor,28676,1489,18860
1123,2215349072,logicznyX,11534,6187,31759
1124,987186482199834624,MastodontMarcin,0,132,5
1125,1460674521476775938,Anna46990758,0,4,0
1126,884021130151043072,Korabita,2853,159,2914
1127,144961364,mfxyz,642,466,1688
1128,972485819364790272,wipljw,7635,36,39
1129,807347090665906177,tomek_wyszynski,1375,1393,191524
1130,1460661444777816069,Krzyszt48891250,0,16,0
1131,2382264997,pkpcargo_media,3361,162,455
1132,1460641589416574986,suppapeter2,0,15,0
1133,1402221648623792132,joyofcookingpl,254,751,43
1134,33584794,googlenews,298099,14,104
1135,1523912785,BakhtarNA,33686,18,507
1136,404708920,StZerko,27538,721,59016
1137,1460569220140478466,Violett89800934,0,31,13
1138,1138913347531935746,1WBPanc,3834,199,2560
1139,1093510047605374976,KONFEDERACJA_,99428,607,21397
1140,81136269,MiddleEastMnt,167069,1385,430
1141,162049321,piotrzoc,1951,1275,5002
1142,1458097622028271621,nataliajazdz,0,18,29
1143,753315744700563456,nikt_99,313,215,20318
1144,303862998,PDChina,6891345,4342,1063
1145,1321872519431921666,Przemek65171163,99,2537,10527
1146,1460643571963506692,RobertLipski7,0,31,0
1147,338921863,Muzeum_Narodowe,14265,1258,4728
1148,793687710,St_Janecki,179121,550,1753
1149,1189084574,DziubekMarcin,50,727,8630
1150,753581007354331137,TVP3Warszawa,2169,370,2482
1151,2313755861,ADeshchytsia,85528,345,4194
1152,1087350542152683521,JBieleckiRz,1213,28,13
1153,1466843905,BiznesINTERIAPL,1792,923,309
1154,385506873,AgFilipiak,2674,1035,14512
1155,67580351,gazetaprawnapl,72161,448,296
1156,1460679001849188366,sylwiakornas,0,2,0
1157,2731609544,MacKucharczyk,1260,197,7819
1158,1460647048773091342,BarbaraKraszew1,0,9,0
1159,1063083302,SlawomirDebski,13270,1525,16570
1160,990510918,kwiatkowskanna,632,1197,4115
1161,1346147716305399811,BPM_KPRP,1739,202,360
1162,1332289642423603201,RuValdaitweets,220,10,31
1163,117028694,KingaBrudzinska,1097,3098,2117
1164,1138039593775878144,RzecznikPiS,12541,0,3144
1165,4449683481,michalkosiorek,114,585,9791
1166,1460659820533587974,Bartomi22493505,0,82,0
1167,809734490478313472,BeChmielewski,877,1417,26788
1168,149096517,m_slomczynski,10306,2014,6800
1169,4008009335,ZandbergRAZEM,128540,416,6226
1170,471096024,Molos123,3074,3728,32125
1171,1352876088884670464,KazmierczakPP,204,974,202
1172,814367737342328833,SecArmy,62093,1259,17452
1173,2575604424,HalinaOlejnicza,323,569,54391
1174,795967960628297728,FundacjaKurtyki,4358,865,7256
1175,1042362662,robert__mazurek,55,364,5863
1176,1319455280,PaulinaIzewicz,1081,152,3319
1177,302044069,chacinska,727,612,806
1178,1425555023598084105,Jakub85421280,14,247,756
1179,946143942151680000,ZbyszekKrak,2363,2116,350032
1180,1460657228214636557,NawrockaJustyna,0,17,1
1181,1262834401538424832,szymon_zyla,252,550,32138
1182,1460671024106721289,kacperogrande,0,14,0
1183,722084070453288962,budzynskiradek,165,295,7108
1184,4803889534,WnukowskiDamian,650,1105,70
1185,563910729,JacekStawiski,2346,1067,1194
1186,1300148035264172038,DamianMB11,13,1199,3
1187,561960550,Tditchy15,431,702,22625
1188,1460541444201058307,julekpoter,2,36,18
1189,7996082,el_pais,8195424,790,1956
1190,1460650493227806728,dszwoyi,0,19,0
1191,46383033,Iglatxt,1073,3001,8590
1192,889492893072850945,Marekwalkuski,12038,1006,1440
1193,78003706,LukaszOsinski,573,976,451
1194,129307325,krzysztof1985,576,616,76052
1195,620421132,DariuszMatecki,26225,3263,35215
1196,1460664557999906821,AOpinski,0,6,0
1197,1460651440339312648,AndrzejKubiak15,0,3,0
1198,1337048718814703616,EumeswilC,15,195,1348
1199,426585728,magrzegorczyk,27,612,234
1200,602030165,Renataniegula,89,868,13731
1201,964080840195149824,Ukladsil,4553,519,1890
1202,1460649849339138053,Grabka_,0,119,4
1203,773255886789804033,DAWargowski,538,537,9100
1204,2965521455,KsiadzFaria,45,631,3801
1205,294043227,RedMDuda,9885,2099,7787
1206,2308922372,mikolajczykm,128,1002,2383
1207,1512672710,aj_kohut,2119,712,3519
1208,1460636771386105858,seba4444102,0,4,0
1209,31037199,sbg1,207956,2917,17113
1210,68034431,RTErdogan,18107411,102,2
1211,854721896818126849,GeopoliticsMag,9978,1950,2045
1212,20104025,Sydney_Uni,85926,331,15948
1213,1460640444371640322,KrystynaPep,0,20,0
1214,2489888627,Pawrobel,1112,2088,4518
1215,738243667262066692,MarcinPietka1,1137,3579,60133
1216,1227505671639388160,UgurTutarTR,480,300,14511
1217,189663561,kurkowska_m,540,3496,3921
1218,715440270616182784,P_Lukasiewicz,5210,1073,2417
1219,1063076045811843078,jaroslawmg,241,735,20111
1220,3093606064,Kulesza_pl,42378,4057,10157
1221,951047508557524992,KMZalew,386,418,1748
1222,1460637613581295621,VIOLET20576726,0,7,0
1223,1272330881894670341,TechAmazing,214107,82,1783
1224,1460636705569058822,Karolin47532013,0,33,0
1225,1322286133,_Trader21_,26786,243,18
1226,280672239,Prosiecki,26242,3928,109
1227,366762493,WitoldCiesla,515,525,10251
1228,1129005821147471872,OFMPolska,289,313,181
1229,1347893108990758912,Fundacja_IPW,234,50,109
1230,218189019,prokophm,109,198,2688
1231,138709250,OSW_pl,19376,324,855
1232,169095724,cezarygmyz,172049,1499,990
1233,1318596387026722818,ArcachP,18,17,3
1234,1851797197,TFKrawczyk,2009,2267,27473
1235,1454687180,Hromadske,17391,155,1668
1236,403719715,brygida_grysiak,7499,486,1158
1237,3246576867,yarwack,432,1473,11475
1238,760087008358363136,Lukasz_Ogrodnik,715,1003,1154
1239,1153965247,Tosiakolat,2,7,0
1240,1173605815816728578,NWschod,69,101,180
1241,359188534,simongerman600,224983,213853,58102
1242,5988062,TheEconomist,25996795,137,154
1243,252759751,MalgorzataCM,875,861,5542
1244,1857677263,TZornaczuk,495,303,344
1245,1460673125876703235,ArkadiuszPawl78,0,57,0
1246,820050337574875136,ChaberYlva,1824,4435,228761
1247,1460654348401365000,PaweDraminski,0,12,0
1248,824100475473723392,MapPornTweet,63514,1703,28578
1249,199290168,warszawa,281142,179,13935
1250,196723599,Militarium,3248,288,2
1251,1419357493529088005,Ka_Szy_,4,132,217
1252,3757522876,Kajko33,35,372,3129
1253,3296940316,b_golabek,18,1404,33
1254,2715386767,Tomasz_Snarski,1312,1036,19420
1255,1210533322826366976,MalinabReal,1206,1253,39491
1256,944777492,KamilBortniczuk,16963,1097,10380
1257,833277234,eloblog_pl,359,47,523
1258,1142936544686346240,Michal_Pelka,144,745,1557
1259,1460635716132683783,dok_oski,0,68,0
1260,1428810438,Sz_Wisniewski,1605,787,2351
1261,474793137,MBildziukiewicz,1727,412,671
1262,40870308,Rybitzky,20307,5637,1971
1263,42717626,iggnacy,13649,1121,6297
1264,1460681217305718791,justyna_labuda,0,4,0
1265,393861620,RSzeremietiew,19652,700,1296
1266,3527277083,Lucky13Luke,305,164,6438
1267,1460660144086388744,olek_jacek,0,2,0
1268,144535752,Katowice1974,258,3687,68190
1269,1153752598241058817,A_Swidzinski,2778,344,3528
1270,1047788701,kuziemsky,2783,4619,54324
1271,1238180867866079233,Wojtek55156610,0,17,0
1272,1380168103846367234,The_Lookout_N,4737,413,3631
1273,1460638916973838338,marta79edi,0,3,0
1274,73190796,broken_maths,60,1466,953
1275,1169895636,lolobibok,23,1455,13
1276,1325876830952415233,pavelzielinski,110,1578,163
1277,1058316027724029952,Przybyszewski_L,596,1113,2157
1278,737382221166829568,tasz110,55,239,2227
1279,838443725839806466,estera_flieger,10630,2832,73851
1280,1402215730058309634,Marcon33806881,1,141,39
1281,1460631294967259140,Adam20685932,0,6,0
1282,589178831,chrzanicwszysko,3380,312,118318
1283,860446667711148033,wPolscepl,12903,758,3855
1284,1288569636078915590,maya_noculak,27,468,16068
1285,459133267,RadioWNET,14974,96,42
1286,469251331,wgospodarce,7962,596,1873
1287,1353889082460483584,LachowiczJakub,4,219,249
1288,760761161910460416,GDarkconrad,23675,2263,5698
1289,1401461602533228551,kaukaska,125,5,12
1290,1427974660394733574,Roman90533412,221,415,2320
1291,2910981227,P_Jaskolski,1,9,21
1292,1460661502072049668,CTkanin,0,32,0
1293,777866661420498944,DGPrawna,19455,105,978
1294,1314194575653625857,Sebasti16707230,1225,1395,92940
1295,921635772,PortalMorski,2123,407,231
1296,1313796279856750593,SprawdzamTVN24,3667,4,0
1297,158809114,ISzafranska,22498,1303,105988
1298,3785190741,Tash_Witk,19794,2000,639886
1299,1460668910118883343,umarta0,0,10,5
1300,106293742,grzegorzewskif,4275,254,989
1301,2243816364,MarcinPalade,57382,276,1
1302,917012391136825345,MiskoMarek,7598,408,5911
1303,1183089395714416642,Magorza06738003,1,38,5
1304,923141068631179264,AntoszPaulina86,709,5001,34674
1305,16624174,stavridisj,57759,478,42
1306,155559680,dzikuzly,13,506,46
1307,1188819164296859651,Barbara19275106,54,225,23964
1308,1460676413665816582,Macias9401,0,24,0
1309,1194154794753105920,PUznanska,315,648,2361
1310,1460674579416899596,KarolinaGodyla,0,15,0
1311,1460549136860827649,MalewskaUrszula,0,40,0
1312,111015789,PawelPurski,1905,607,7460
1313,1281885848984854528,pawelbialach,40,647,0
1314,17062849,tomstandage,27873,2598,32682
1315,1460680164023705601,Jasiubarca1899,0,48,1
1316,1473384877,kwasylewsky,4404,1847,11138
1317,1265333998160687104,perwersja_,1028,958,75957
1318,149208430,CoreyJung_22,82,604,1
1319,1102893420710952961,DebiecKrzysztof,570,713,1631
1320,1460649926938050560,Wiki_Patrzykat,0,22,0
1321,937768445973880833,Matthew00PL,994,2263,1276
1322,1084538791459721216,__mielczarek,1924,1474,19402
1323,2275532740,YoannaGB,1375,614,15379
1324,1028034809132711984,filberek,9,170,3
1325,1107256789375029248,HubertHurkacz,43120,78,762
1326,4205004713,SamnajT,4912,4678,46485
1327,2970365021,AldonaMachnow1,1581,365,2426
1328,1174330475609055233,Bartomi18500690,3,29,59
1329,2320140270,chrisclarkefly,2218,1125,10253
1330,500704345,Pontifex,18819402,8,0
1331,848472036,SteveMullUSA,59314,209,5892
1332,128197595,Eurosport_PL,76787,293,2957
1333,1347615012081299456,WorldEconAnalys,13,377,28
1334,121768165,andrewmichta,11710,400,5493
1335,882607848,BoguslawPacek,6365,847,11298
1336,3066214528,GSiemionczyk,5738,887,13377
1337,19784906,USIP,144197,2916,9462
1338,703612500345024512,piskorz_monika,2407,2329,69263
1339,3403023028,AgaCianciara,895,611,2327
1340,2570744274,ExpoPL,3421,1001,4066
1341,249109304,TakJestTVN24,14731,0,0
1342,4052004497,ZDM_Warszawa,9448,113,235
1343,19141018,verusj,540,798,3124
1344,1168314350,BartoszZurawicz,659,400,1725
1345,2716954026,PAH_org,5304,458,6965
1346,1149964108231524352,Anna85260958,642,772,70714
1347,1367015426203516931,Ignacio45043703,241,2591,520
1348,816323682096345088,dzej_loo,628,2508,101632
1349,2268681024,MariuszArent,78,274,1020
1350,1919784264,bartek2lp2,654,1736,569617
1351,834147350725718018,MrowickiRafal,2874,3791,109202
1352,925641636583010304,CAAUniLodz,556,400,776
1353,229547294,JakubHenricus,1018,3051,186320
1354,871334686244687873,LekichC,268,977,37929
1355,944327893009788928,ZChodowski,1446,1554,64167
1356,978494421011501056,DanielObajtek,40527,179,158
1357,190951865,KGPSP,13011,809,805
1358,227799049,jarwisniewski,2957,2336,33157
1359,59471783,patrycjuszwyzga,10844,2672,30700
1360,21114659,ForeignAffairs,817656,2003,552
1361,1460640858357878784,andrrekusyk,1,109,0
1362,919246321898401792,notesfrompoland,30850,204,1123
1363,1065356169353539590,synxchaosu,16556,222,1253
1364,1460678701021118481,Magdale76137060,0,2,0
1365,1020372388674965505,Tatromaniakpl,14771,107,1436
1366,537116215,BorkowskiTomasz,286,645,13459
1367,3231856968,wziolek_sj,4988,50,20467
1368,1053324106148524032,general_ben,8611,2310,5017
1369,774643040162050048,m_m_piotrowski,998,2732,17765
1370,3015393544,MattSe82,244,242,6480
1371,17682232,b_obermayer,48099,270,2221
1372,820621467423567872,Michal_Istel,362,87,428
1373,3511226595,tongbingxue,38728,383,1423
1374,126439345,Made_In_Poland_,67,1968,1838
1375,786889080189644802,Bacon227,3090,453,10087
1376,402641066,TeleexpressTVP,10142,432,363
1377,2978148933,EburyPL,180,160,177
1378,1388115547452329987,Agniesz82515635,39,69,2845
1379,1323899331494203392,Justyna198219,0,71,0
1380,1102876336987738113,Jan34733995,11273,1659,123069
1381,4894818729,jacek_protas,4663,4457,6318
1382,3447022577,J_Jakobowski,4815,1259,5341
1383,44715874,skorzynski,66079,1299,12582
1384,1377800274,a_niedzielski,43128,549,18707
1385,539604221,imaginmatrix,10612,887,176963
1386,1122577062966046723,PlusWarszawa,413,110,823
1387,1272876728025841664,koziol_sasza,126,349,1257
1388,39922594,Diplomat_APAC,189771,842,1405
1389,4363888697,e_dyta79,338,306,30243
1390,910383523114180614,podlaskaPolicja,7062,146,2387
1391,1138785552558374912,N2x35,513,77,353
1392,2387925043,szczesniak__a,18009,1469,18267
1393,88750384,jerzymoskala,141,378,4647
1394,4748122875,JaroslawDabrow4,179,4095,1105
1395,805021872580599808,janek_W1,17705,5015,284436
1396,831292963,MarekMenkiszak,6270,1430,11808
1397,348469637,AdamMalczak,3795,4996,18101
1398,319295066,KopalniaWiedzy,8987,3,875
1399,1332685069211869185,IusGentiumPL,181,775,842
1400,2260681322,Najwazniejsze,18680,10580,5057
1401,151385084,PatDWalter,812,727,1523
1402,2202144531,72_pawe,2839,2835,117789
1403,1053683959123591173,mappornru,6,0,0
1404,4849077525,PKugiel,766,285,4578
1405,125098765,faktypofaktach,54974,7,43
1406,937480214,JdrzejBkowski,8,337,173
1407,1046782611539066882,sady_przesady,1090,464,2551
1408,385352024,UWAGATVN,8379,209,207
1409,274326052,joannaplucinska,6344,6095,9914
1410,1901341021,FaktyTVN,201600,56,1377
1411,1238213651733139458,J62147265,75,1238,4838
1412,498892550,marcingabrys,697,3450,7603
1413,976481460944359429,Puls_Medycyny,4599,579,1488
1414,2849585997,WZ_UW,245,508,16
1415,1460637929244610572,KarolProchowicz,0,128,0
1416,1011698777223303168,ZStolicy,10803,2323,6136
1417,752507575531347968,Polak_I_Maly,342,456,37331
1418,1460648660484734986,Ania60747967,0,102,1
1419,839225633095966720,g_lakomski,1425,949,1083
1420,172343108,Kontakt__24,28751,19,5
1421,1038029969027424257,atomicarchive,21844,15,96
1422,788293581354196993,PPD_PISM,1053,231,108
1423,756226036560461824,MateuszKubiak_,1481,2243,2963
1424,1083495564409475072,Jakub93326795,20,173,706
1425,3098581371,K_Andrusz,754,680,1320
1426,38630618,ChathamHouse,233075,992,1836
1427,1460680306088894470,KrzysztofOsowi1,0,4,0
1428,1460650297894838279,GrzegorzMucha9,0,12,0
1429,1149770011302670337,10Brygada,725,17,4
1430,2596096416,GrzegorzWasiel1,1269,537,8637
1431,970275676409475072,MapPornAllNew,156,0,0
1432,1460637097694486532,Tomasz572,0,19,0
1433,703311379462266881,spacexcompl,2545,229,330
1434,4244023090,pawelziorko,1288,3357,3326
1435,1230402290248536065,BartGosc,13,139,427
1436,428140124,JulianRoepcke,75602,808,11943
1437,54356963,Radziejewski,12072,917,10982
1438,85289376,ICRC,2268251,1169,5784
1439,3028219306,BartosiakJacek,32202,1528,13849
1440,96355801,marcobreso,6975,1752,3746
1441,1427690786716635140,Kacper15015619,0,38,44
1442,1682783586,jakubwiech,23739,952,32018
1443,1460682198940532737,Roma572206311,0,68,0
1444,995909922301927429,PolChambers,288,387,158
1445,1353397735752261632,AmeliaKowalcz19,466,4060,564
1446,1407403802135830528,BartekPiekarsky,3422,913,4266
1447,18267548,AtlanticCouncil,155734,1839,8456
1448,510318968,MJPiatkowska,1343,904,1623
1449,25058787,KarlreMarks,190103,1160,5000
1450,924010244996550657,MP_Panek,958,993,75078
1451,1460643356090978310,KatarzynaKulcz6,0,26,0
1452,1460673877953110018,Mira02486231,0,6,0
1453,1168032628949311489,Bartlom10623167,0,707,2968
1454,1312910820,goltarr,5322,359,36678
1455,1154389918052958208,MSportowyRDC,561,189,6140
1456,1460633270849351684,BezDoswiadczen,0,9,1
1457,994861606973661184,robertneska,232,248,4017
1458,1183292969614532608,kierunekkaukaz,643,531,14799
1459,3537549496,jakubiak_marek,76538,1495,8468
1460,703230173672579072,PolskaPolicja,97454,100,63037
1461,1418924116577488900,AM_Nowak,19,94,4
